,Price
573,540000.0
574,1080000.0
575,585000.0
576,2100000.0
577,1800000.0
578,1070000.0
579,2570000.0
580,2400000.0
581,2200000.0
583,2250000.0
584,812000.0
585,2330000.0
586,2800000.0
587,1255000.0
588,805000.0
589,700000.0
590,2130000.0
591,2125000.0
592,1800000.0
593,905000.0
594,1750000.0
596,2550000.0
598,1860000.0
599,2730000.0
600,2020000.0
601,2250000.0
602,1053000.0
603,1800000.0
604,1472000.0
605,2120000.0
606,1910000.0
607,3000000.0
609,2188000.0
610,755000.0
611,2900000.0
613,2665000.0
614,1801000.0
615,2410000.0
616,2275000.0
617,2000000.0
618,1900000.0
620,1750000.0
622,1100000.0
624,2950000.0
625,2450000.0
626,1500000.0
627,1850000.0
628,1700000.0
629,1380000.0
630,825000.0
631,1670000.0
632,1680000.0
633,1475000.0
634,1810000.0
635,2380000.0
636,2100000.0
638,2180000.0
639,2360000.0
640,2330000.0
641,2400000.0
642,2730000.0
643,2115000.0
644,2562000.0
645,2100000.0
646,2580000.0
647,1500000.0
649,1905000.0
650,1900000.0
651,2251000.0
652,2205000.0
653,1265000.0
654,2000000.0
655,1750000.0
656,1450000.0
657,2614000.0
658,1825000.0
659,2550000.0
660,1570000.0
662,1750000.0
663,1575000.0
664,1505000.0
665,1572000.0
666,1500000.0
667,1750000.0
668,1850000.0
669,1400000.0
670,1740000.0
671,2575000.0
672,1388800.0
673,1702000.0
674,1800000.0
676,1400000.0
677,1670000.0
678,1500000.0
679,2200000.0
680,1300000.0
681,1700000.0
682,1750000.0
683,1230000.0
684,1950000.0
685,1750000.0
687,1480000.0
689,1818000.0
693,1620000.0
694,1903000.0
695,1712000.0
696,1720000.0
697,1350000.0
698,1675000.0
699,1800000.0
700,1550000.0
702,2900000.0
704,1137000.0
705,2100000.0
706,1389000.0
707,685000.0
709,1335000.0
710,1600000.0
711,1830000.0
712,1900000.0
713,1500000.0
714,1520000.0
715,1250000.0
716,1900000.0
717,1875000.0
718,1530000.0
719,1700000.0
720,1320000.0
721,1651000.0
722,1920000.0
723,1560000.0
724,1660000.0
725,1260000.0
726,2155000.0
727,2150000.0
728,1770000.0
729,1836000.0
730,1900000.0
731,1922000.0
732,2000000.0
733,700000.0
734,1890000.0
735,1630000.0
736,1670000.0
737,1725000.0
738,2160000.0
739,1593000.0
741,1926000.0
742,1490000.0
744,2050000.0
745,1940000.0
746,1590000.0
747,2367000.0
748,1575000.0
749,1460000.0
750,1360000.0
751,1739000.0
752,2400000.0
753,2668000.0
754,1750000.0
755,1850000.0
756,950000.0
757,1755000.0
758,1785000.0
759,2650000.0
760,1951000.0
761,1950000.0
762,2000000.0
763,2350000.0
764,1900000.0
765,2000000.0
766,2400000.0
767,2270000.0
768,2600000.0
769,2321000.0
770,1890000.0
771,1400000.0
772,3000000.0
773,1900000.0
774,1650000.0
775,930000.0
776,700000.0
777,520000.0
778,925000.0
780,705000.0
781,900000.0
782,606000.0
783,824000.0
784,755000.0
785,1221000.0
786,1823000.0
787,2000000.0
788,1470000.0
789,1660000.0
790,2200000.0
791,1780000.0
792,1611000.0
793,900000.0
794,1500000.0
795,1750000.0
796,1354000.0
798,2030000.0
799,1150000.0
800,1589000.0
801,1385000.0
802,773000.0
803,885000.0
804,770000.0
805,855000.0
806,645000.0
807,625000.0
808,828000.0
809,676000.0
810,1110000.0
811,894000.0
812,780000.0
813,1006000.0
814,906000.0
815,951000.0
816,636000.0
817,1275000.0
818,875000.0
819,895000.0
820,1550000.0
821,1420000.0
822,1425000.0
823,900000.0
824,1317500.0
825,2435000.0
826,1500000.0
827,1300000.0
828,855000.0
829,1125000.0
830,1135000.0
831,1328000.0
832,1340000.0
833,855000.0
834,1100000.0
835,1815000.0
836,1470000.0
837,855000.0
838,1450000.0
839,1200000.0
840,1860000.0
841,725000.0
842,1293000.0
843,1390000.0
844,1400000.0
845,1328000.0
846,1247000.0
847,1311000.0
848,1100000.0
849,1327500.0
850,1560000.0
851,1370000.0
852,1100000.0
853,1385000.0
854,1095000.0
855,797500.0
856,1600000.0
857,1355000.0
858,1910000.0
859,1448000.0
860,820000.0
861,1041000.0
862,1430000.0
863,910000.0
864,1350000.0
865,1280000.0
866,1900000.0
867,1230000.0
868,1150000.0
869,1650000.0
870,1320000.0
871,1380000.0
872,1900000.0
873,1535000.0
874,1281000.0
875,1096000.0
876,1385000.0
877,1245000.0
878,760000.0
879,1402000.0
880,1500000.0
881,1100000.0
882,2000000.0
883,710000.0
884,1303000.0
885,1300000.0
886,1286000.0
887,1920000.0
888,1968500.0
889,845000.0
890,1107000.0
891,1365000.0
892,1045000.0
893,1600000.0
894,2700000.0
895,1116000.0
896,1573000.0
897,1900000.0
898,1479000.0
899,1199000.0
900,1350000.0
901,1700000.0
902,1640000.0
903,1610000.0
904,1500000.0
905,1532000.0
906,2151000.0
907,2210000.0
908,1450000.0
909,1895000.0
910,1915000.0
911,1410000.0
912,1300000.0
913,1410000.0
914,760000.0
915,746000.0
916,1275000.0
917,1206000.0
918,1190000.0
919,1025000.0
920,740000.0
921,1960000.0
922,1220000.0
923,885000.0
924,830000.0
925,1137500.0
926,1100000.0
927,1040000.0
928,1215000.0
929,1200000.0
930,1050000.0
931,1400000.0
932,965000.0
933,1338000.0
934,800000.0
935,651000.0
936,920000.0
937,1390000.0
938,1100000.0
939,1100000.0
940,1355000.0
941,1206000.0
942,1010000.0
943,1415000.0
944,1060000.0
945,716000.0
946,1550000.0
947,1110000.0
948,1106000.0
949,845000.0
950,860000.0
951,1208000.0
952,1165000.0
953,1270000.0
954,742500.0
955,920000.0
956,1307000.0
957,813000.0
958,805000.0
959,920000.0
960,1560000.0
961,930000.0
962,921000.0
963,1035000.0
964,720000.0
965,1185000.0
966,1352000.0
967,1005000.0
968,761000.0
969,1600000.0
970,1200000.0
971,780000.0
972,750000.0
973,1300000.0
974,1475000.0
975,1110000.0
976,835000.0
977,1690000.0
978,791000.0
979,1030000.0
980,930000.0
981,1510000.0
982,1240000.0
983,1310000.0
984,1475000.0
985,950000.0
986,1045000.0
987,800000.0
988,1550000.0
989,835000.0
990,1140000.0
991,1120000.0
992,920000.0
993,977000.0
994,1352000.0
995,1115000.0
996,1197000.0
997,810000.0
998,1365000.0
999,1698888.0
1000,1150000.0
1001,1000000.0
1002,965000.0
1003,870000.0
1004,1405000.0
1005,1161000.0
1006,1266000.0
1007,770000.0
1008,1110000.0
1009,1175000.0
1010,1200000.0
1011,1370000.0
1012,1433500.0
1013,1630000.0
1014,1360000.0
1015,772500.0
1016,1001000.0
1017,1180000.0
1018,1040000.0
1019,1550000.0
1020,790000.0
1021,1040000.0
1022,1020000.0
1023,670000.0
1024,800000.0
1025,970000.0
1026,787500.0
1027,950000.0
1028,1015000.0
1029,830000.0
1030,1241000.0
1031,1255000.0
1032,1320000.0
1033,870000.0
1034,1472500.0
1035,640000.0
1036,1306000.0
1037,1291000.0
1038,1515000.0
1039,986000.0
1040,830000.0
1041,1860000.0
1042,1200000.0
1043,1175000.0
1044,1225000.0
1045,1055000.0
1046,1351000.0
1047,1962000.0
1048,810000.0
1049,850000.0
1050,1640000.0
1051,809000.0
1052,1510000.0
1053,1292000.0
1054,1165000.0
1055,959000.0
1056,1251000.0
1057,1205000.0
1058,1220000.0
1059,1185000.0
1060,1460000.0
1061,1580000.0
1062,1315000.0
1063,1316000.0
1064,1617000.0
1065,1525000.0
1066,1330000.0
1067,1228000.0
1068,1410000.0
1069,817000.0
1070,1815000.0
1071,1225000.0
1072,890000.0
1073,1655000.0
1074,1430000.0
1075,1175000.0
1076,1290000.0
1077,1384000.0
1078,900000.0
1079,1780000.0
1080,1260000.0
1081,1216000.0
1082,1575000.0
1083,1470000.0
1084,1520000.0
1085,1070000.0
1086,1115000.0
1087,690000.0
1088,1595000.0
1089,1020000.0
1090,1800000.0
1091,1370000.0
1092,1311000.0
1093,627500.0
1094,608500.0
1095,690000.0
1096,667000.0
1097,740000.0
1098,683000.0
1099,755000.0
1100,835000.0
1101,1695000.0
1102,1112000.0
1103,1425000.0
1104,880000.0
1105,1562000.0
1106,1530000.0
1107,1100000.0
1108,1350000.0
1109,1070000.0
1110,1200000.0
1111,1020000.0
1112,1390000.0
1114,1350000.0
1115,1660000.0
1116,1280000.0
1117,1250000.0
1118,1200000.0
1119,1100000.0
1120,706000.0
1121,1160000.0
1122,1375000.0
1123,1320000.0
1124,1300000.0
1125,1555000.0
1126,1475000.0
1127,1300000.0
1128,725000.0
1129,1264000.0
1130,1258000.0
1131,1291000.0
1132,1246000.0
1133,1100000.0
1134,1229000.0
1135,1152000.0
1136,642000.0
1137,780000.0
1138,783000.0
1140,706500.0
1141,775000.0
1142,820000.0
1143,785000.0
1144,790000.0
1146,700000.0
1147,728000.0
1148,1620000.0
1149,645000.0
1150,790000.0
1151,880000.0
1152,1560000.0
1153,1715000.0
1154,1200000.0
1155,1760000.0
1156,948000.0
1157,2770000.0
1158,1412000.0
1159,975000.0
1160,1325000.0
1161,1400000.0
1162,1500000.0
1163,1600000.0
1164,616000.0
1165,1661000.0
1166,1461400.0
1167,775000.0
1168,1506000.0
1169,1670000.0
1170,928000.0
1171,761000.0
1172,636000.0
1173,1625000.0
1174,1430000.0
1175,836000.0
1176,1670000.0
1177,1351000.0
1178,857000.0
1179,822500.0
1180,560000.0
1181,780000.0
1182,910000.0
1183,1760000.0
1184,1726000.0
1185,990000.0
1186,646500.0
1187,2080000.0
1188,2150500.0
1189,2285000.0
1190,1525000.0
1191,1831000.0
1193,1820000.0
1194,1725000.0
1195,1900000.0
1196,870000.0
1197,645000.0
1198,502000.0
1199,495000.0
1200,660000.0
1201,868000.0
1202,645000.0
1203,850000.0
1204,570500.0
1205,575000.0
1206,882000.0
1207,730000.0
1208,670000.0
1209,585000.0
1210,826000.0
1211,610000.0
1212,696000.0
1213,660000.0
1214,856500.0
1215,510000.0
1216,765000.0
1217,550000.0
1218,680000.0
1219,565000.0
1220,697500.0
1221,610000.0
1222,925000.0
1223,760000.0
1224,771000.0
1225,1000000.0
1226,730000.0
1227,810000.0
1228,570000.0
1229,797000.0
1230,760000.0
1231,590000.0
1232,800000.0
1233,834500.0
1234,840000.0
1235,1635000.0
1236,1830000.0
1240,1975000.0
1241,1300000.0
1242,1390000.0
1244,2905000.0
1245,1300000.0
1246,1725000.0
1247,2266000.0
1248,2910000.0
1249,2100000.0
1250,1750000.0
1251,2600000.0
1252,2750000.0
1253,892500.0
1254,2145000.0
1256,1865000.0
1257,1475000.0
1258,502000.0
1259,2050000.0
1261,2800000.0
1262,1602000.0
1263,1650000.0
1264,1102000.0
1265,1570000.0
1267,1785000.0
1268,1550000.0
1269,2400000.0
1270,1266000.0
1271,1962000.0
1273,800000.0
1274,2100000.0
1275,1500000.0
1276,2375000.0
1277,2275000.0
1278,1385000.0
1279,1601000.0
1280,1762000.0
1281,2450000.0
1282,1427000.0
1283,2800000.0
1284,1410000.0
1285,2475000.0
1286,2700000.0
1288,880000.0
1289,1532000.0
1290,2320000.0
1291,2000000.0
1292,1230000.0
1293,2375000.0
1295,1630000.0
1296,2640000.0
1297,2900000.0
1299,2750000.0
1301,2405000.0
1302,1352500.0
1303,2030000.0
1304,1171000.0
1305,1400000.0
1306,1600000.0
1307,2575000.0
1308,2900000.0
1310,2140000.0
1312,2445000.0
1313,1900000.0
1314,2415000.0
1315,1055000.0
1317,1502000.0
1318,1470000.0
1319,2650000.0
1321,1336000.0
1322,1175000.0
1323,1935000.0
1324,2250000.0
1325,897000.0
1326,2020000.0
1327,1410000.0
1328,2655000.0
1329,1211000.0
1331,2385000.0
1332,3000000.0
1333,2210000.0
1334,2800000.0
1335,760000.0
1336,1240000.0
1338,1342000.0
1339,2410000.0
1341,1850000.0
1342,2770000.0
1344,2830000.0
1345,1940000.0
1346,1850000.0
1347,930000.0
1348,1310000.0
1349,1250000.0
1350,2504000.0
1351,750000.0
1352,1302500.0
1353,1445000.0
1354,980000.0
1355,1495000.0
1356,1825000.0
1357,1075000.0
1358,1860000.0
1359,2000000.0
1360,1400000.0
1361,1300000.0
1362,1600000.0
1363,1780000.0
1364,1480000.0
1365,2900000.0
1366,1590000.0
1367,2840000.0
1368,1580000.0
1369,1100000.0
1370,2500000.0
1371,1700000.0
1372,1405000.0
1374,880000.0
1375,1301000.0
1376,2570000.0
1377,2550000.0
1378,1915000.0
1379,1650000.0
1380,1530000.0
1381,805000.0
1382,2050000.0
1383,2550000.0
1384,1845000.0
1385,1760000.0
1386,2050000.0
1387,1620000.0
1388,1710000.0
1389,1800000.0
1390,1706000.0
1391,1300000.0
1392,2200000.0
1393,1400000.0
1394,900000.0
1395,2150000.0
1396,1725000.0
1397,1650000.0
1398,1720000.0
1399,1815000.0
1400,1450000.0
1401,681000.0
1402,1511000.0
1403,1310000.0
1404,1100000.0
1405,1447000.0
1407,1813000.0
1408,1655000.0
1409,1230000.0
1410,1389000.0
1411,750000.0
1412,2310000.0
1413,1014000.0
1414,2140000.0
1415,1630000.0
1416,910000.0
1417,1975000.0
1418,1635000.0
1419,1880000.0
1420,1743000.0
1421,2291000.0
1422,1400000.0
1423,1640000.0
1424,1900000.0
1425,2000000.0
1426,2100000.0
1427,1410000.0
1428,2720000.0
1429,2525000.0
1430,1750800.0
1431,2300000.0
1432,1605000.0
1433,1655000.0
1434,2000000.0
1435,2150000.0
1436,1680000.0
1437,890000.0
1438,2515000.0
1439,1590000.0
1440,1775000.0
1441,2750000.0
1442,2060000.0
1443,1650000.0
1444,518500.0
1445,505000.0
1446,460000.0
1447,386000.0
1448,616000.0
1449,632000.0
1450,570500.0
1451,631000.0
1453,560000.0
1454,586000.0
1455,706000.0
1456,550000.0
1457,673000.0
1458,649000.0
1459,753000.0
1460,637000.0
1461,575500.0
1462,1026000.0
1463,1500000.0
1464,2230000.0
1465,1050000.0
1466,950000.0
1467,1310000.0
1468,845500.0
1469,860000.0
1470,1055000.0
1471,1450000.0
1472,990000.0
1473,1115000.0
1474,1125000.0
1475,855000.0
1476,910000.0
1477,940000.0
1478,1056000.0
1479,1222500.0
1480,810000.0
1481,1260000.0
1482,955000.0
1483,1094000.0
1484,1135000.0
1485,792000.0
1486,587000.0
1487,1060000.0
1488,840000.0
1489,890000.0
1490,1358000.0
1491,840000.0
1492,905000.0
1493,976000.0
1494,770000.0
1495,1350000.0
1496,1320000.0
1497,825000.0
1498,860000.0
1499,830000.0
1500,936000.0
1501,1261000.0
1502,1045000.0
1503,1050000.0
1504,1691500.0
1505,1075000.0
1506,620000.0
1507,1650000.0
1508,800000.0
1509,890000.0
1510,1815000.0
1511,2500000.0
1512,860000.0
1513,990000.0
1514,871000.0
1515,985000.0
1516,1250000.0
1517,1395000.0
1518,860000.0
1519,860000.0
1520,835000.0
1521,705000.0
1522,800000.0
1523,880000.0
1524,1000000.0
1525,754000.0
1526,1020000.0
1527,1510000.0
1528,801000.0
1529,1170000.0
1530,1790000.0
1531,640000.0
1532,1875000.0
1535,1217000.0
1536,1020000.0
1537,1340000.0
1538,1410000.0
1539,1550000.0
1540,1317000.0
1541,765000.0
1542,772000.0
1543,1210000.0
1544,1755000.0
1545,1073000.0
1546,1080000.0
1547,945000.0
1548,755000.0
1549,1652000.0
1550,735000.0
1551,1210000.0
1552,412000.0
1553,1115000.0
1554,1300000.0
1555,1500000.0
1556,1210000.0
1557,1200000.0
1558,830000.0
1559,1450000.0
1560,1200000.0
1561,600000.0
1562,1075000.0
1563,884000.0
1564,1650000.0
1565,1440000.0
1566,1590000.0
1567,1435000.0
1568,1315000.0
1569,730000.0
1570,1900000.0
1571,920000.0
1572,1925000.0
1573,1500000.0
1574,950000.0
1575,1275000.0
1576,900000.0
1577,730000.0
1578,860000.0
1579,1505000.0
1580,1280000.0
1581,2545000.0
1582,1405000.0
1583,1037000.0
1584,1100000.0
1585,1310000.0
1586,1350000.0
1587,1300000.0
1588,1120000.0
1589,1110000.0
1590,1260000.0
1591,1790000.0
1592,650000.0
1593,1080000.0
1594,1200000.0
1595,800000.0
1596,1820000.0
1597,905000.0
1598,1150000.0
1599,1280000.0
1600,1325000.0
1601,1630000.0
1602,1275000.0
1603,1770000.0
1604,1310000.0
1605,856000.0
1606,1350000.0
1607,940000.0
1608,930000.0
1609,1495000.0
1610,1550000.0
1611,1080000.0
1612,1290000.0
1613,1170000.0
1614,1574000.0
1615,1024000.0
1616,1125000.0
1617,1679000.0
1618,957000.0
1619,825000.0
1620,910000.0
1621,1050000.0
1622,970000.0
1623,1325000.0
1624,1335000.0
1625,1310000.0
1626,1283000.0
1627,1015000.0
1628,1185000.0
1629,1500000.0
1630,1305000.0
1631,1105000.0
1632,1210000.0
1633,1615000.0
1634,620000.0
1635,501000.0
1636,1220000.0
1637,1265000.0
1638,950000.0
1639,1065000.0
1640,522000.0
1641,959000.0
1642,975000.0
1643,942000.0
1644,1200000.0
1645,930000.0
1646,955000.0
1647,1350000.0
1648,810000.0
1649,793000.0
1650,797500.0
1651,920000.0
1652,1172000.0
1653,1300000.0
1654,1330000.0
1655,1245000.0
1656,900000.0
1657,1205000.0
1658,1095000.0
1659,711000.0
1660,910000.0
1661,1186000.0
1662,1005000.0
1663,988000.0
1664,1200000.0
1665,921500.0
1666,995000.0
1667,901000.0
1668,1315000.0
1669,1000000.0
1670,1700000.0
1671,820000.0
1672,1150000.0
1673,1150000.0
1674,816000.0
1675,1585000.0
1676,970000.0
1677,670000.0
1678,825000.0
1679,1222000.0
1680,1060000.0
1681,1220000.0
1682,1097000.0
1683,1270000.0
1684,1200000.0
1685,1205000.0
1686,1100000.0
1687,1200000.0
1688,1325000.0
1689,1010000.0
1690,1268000.0
1691,1445000.0
1692,1300000.0
1693,1075000.0
1694,1500000.0
1695,835000.0
1696,1150000.0
1697,875000.0
1698,1250000.0
1699,1225000.0
1700,1000000.0
1701,1160000.0
1702,887500.0
1703,851000.0
1704,1300000.0
1705,1110000.0
1706,1235000.0
1707,1303000.0
1708,1336000.0
1709,880000.0
1710,980000.0
1711,975000.0
1712,1127000.0
1713,990000.0
1714,1401000.0
1715,1340000.0
1716,1225000.0
1717,1490000.0
1718,1002000.0
1719,1260000.0
1720,905000.0
1721,1400000.0
1722,1300000.0
1723,787000.0
1725,1075000.0
1726,890000.0
1727,1302000.0
1728,1050000.0
1729,1000000.0
1730,1300000.0
1731,1250000.0
1732,976000.0
1733,980000.0
1734,812500.0
1735,990000.0
1736,1244000.0
1737,1100000.0
1738,1475000.0
1739,1140000.0
1740,833000.0
1741,903000.0
1742,1351000.0
1743,1060000.0
1744,1063000.0
1745,1540000.0
1746,1100000.0
1747,760000.0
1748,794000.0
1749,1360000.0
1750,1207000.0
1751,1060000.0
1752,1160000.0
1753,1320000.0
1754,1100000.0
1755,1310000.0
1756,1751000.0
1757,1200000.0
1758,1580000.0
1759,980000.0
1760,1225000.0
1761,1230000.0
1762,1240000.0
1763,1300000.0
1764,1331000.0
1765,805000.0
1766,682000.0
1767,780000.0
1768,687000.0
1769,680000.0
1770,755000.0
1771,796000.0
1772,769000.0
1773,690000.0
1774,714000.0
1775,880000.0
1776,1405000.0
1777,730000.0
1778,660000.0
1779,685000.0
1780,685000.0
1781,725000.0
1782,1300000.0
1783,1253000.0
1784,710000.0
1785,800000.0
1786,999000.0
1787,680000.0
1788,680000.0
1789,715000.0
1790,758000.0
1791,1505000.0
1792,730000.0
1793,1234000.0
1794,745000.0
1795,940000.0
1796,850000.0
1797,1590000.0
1798,1390000.0
1799,1300000.0
1801,1250000.0
1802,1151000.0
